,address,city,latitude,longitude,name,postal_code,review_count,stars,state
34690,8907 Mentor Ave,Mentor,41.6749453,-81.3209,Longo's Pizza,44060,26,3.0,OH
34702,4150 Boulder Hwy,Las Vegas,36.1287148858,-115.093188715,Domino's Pizza,89121,29,2.0,NV
34798,814 Allegheny River Blvd,Oakmont,40.5243312,-79.8409992,Oakmont Tavern,15139,19,3.0,PA
34925,6348 S Higley Rd,Gilbert,33.2351233,-111.7225823,Local Eats,85298,177,4.5,AZ
34976,3109 Palliser Drive SW,Calgary,50.9701578182,-114.1306719092,Lorenzo's Pizzeria,T2V 4W5,4,4.5,AB
35004,"2381 E Windmill Ln, Ste 20",Las Vegas,36.04051,-115.1195258,IDK Craft Pizza Kitchen,89123,56,4.0,NV
35014,"9240 West Northern Ave, Ste #101",Peoria,33.5526592,-112.2583217,Streets of New York,85345,90,3.0,AZ
35136,342 S Decatur Blvd,Las Vegas,36.1688488707,-115.2081237151,El Varaderito,89107,22,4.0,NV
35183,25 E Camelback Rd,Phoenix,33.5089351097,-112.0720015029,Sauce Pizza and Wine,85012,118,4.0,AZ
35215,10420 E Independence Blvd,Matthews,35.125831,-80.7074148,MOD Pizza,28105,42,4.0,NC
35257,3317 S Higley Rd,Gilbert,33.2904867,-111.7203836,Geno's Giant Slice,85297,138,2.5,AZ
35271,660 Eglinton Ave East,Toronto,43.7116801,-79.3763857,Mamma's Pizza,M4G 2K2,9,2.5,ON
35298,5670 Wallings Rd,North Royalton,41.330342,-81.726607,Anselmo's Pizzeria,44133,10,3.5,OH
35324,129 Pedersen Drive,Aurora,44.0184158,-79.4476687,Pizza Nova,L4G 6V5,5,3.5,ON
35344,200-196 Chestermere Station Way,Chestermere,51.048566,-113.82647,Boston Pizza,T1X 1V3,6,2.0,AB
35393,5335 Penn Ave,Pittsburgh,40.4648221,-79.9370879,BFG Café,15224,47,4.5,PA
35414,7582 W Cactus Rd,Peoria,33.5958042,-112.2226374,Nicks Deli and Pizza,85381,26,4.5,AZ
35458,3035 Boulevard le Carrefour,Laval,45.571497,-73.754709,Restaurant Industria,H7T 1C8,8,4.0,QC
35540,133 Bremner Boulevard,Toronto,43.6423787644,-79.3835164417,Panago Pizza,M5J 3A7,34,3.5,ON
35591,"2743 S Market St, Ste 101",Gilbert,33.3009058279,-111.7435312271,NYPD Pizza,85295,182,4.0,AZ
35635,303 - 11 Hidden Creek Drive NW,Calgary,51.1547861,-114.1057621,Pizza Hut,T3A 6K6,6,2.0,AB
35666,1316 S Main St,Kannapolis,35.475799,-80.625033,Touchdown Pizza,28081,3,4.0,NC
35686,100 S Rampart Blvd,Las Vegas,36.173013,-115.28606,Nino's Kitchen,89145,25,3.5,NV
35715,327 17 Avenue SW,Calgary,51.0377034,-114.070232,Chicago Deep Dish Pizza,T2S 0A7,4,2.0,AB
35737,60 Village Way,Hudson,41.2411182,-81.4432992,3 Palms Pizzeria,44236,196,4.0,OH
35745,455 N 3rd St,Phoenix,33.4526031,-112.0691194,Boka Pizza,85004,72,3.5,AZ
35774,5404 Avenue Clarendon,Laval,45.5324834,-73.7789346,Galaxie Pizza,H7W 5B1,7,4.5,QC
35788,"32409 N Scottsdale Rd, Ste 105",Scottsdale,33.7799693707,-111.9250115328,Dominos,85266,6,2.5,AZ
35789,2016 Airport Road NE,Calgary,51.1300685421,-114.0031341423,The Kitchen By Wolfgang Puck,T2E 3B9,34,3.5,AB
35855,10092 Charlotte Hwy,Indian Land,35.0120187,-80.8514743,Marco's Pizza,29707,27,3.5,SC
35858,114 W Erie St,Kent,41.15257,-81.3590437,Ramella's Pizzeria,44240,12,3.0,OH
35909,2511 Village Green Pl,Champaign,40.081594,-88.296677,Jupiter's Pizzeria and Billards,61822,82,3.0,IL
35961,536 Saint Clair Avenue W,Toronto,43.6831351,-79.4199253,Pizza Pizza,M6C 1A4,8,3.0,ON
36049,4873 Boulevard Notre-Dame,Laval,45.534717,-73.770325,Pendeli’s Pizza,H7W 1V3,6,4.0,QC
36069,217 S Highland Ave,Pittsburgh,40.458398,-79.924797,Pizza Parma,15206,72,3.0,PA
36075,7401 Ogden Road SE,Calgary,50.9867258,-113.9992953,Ogden Pizza & Pub,T2C 1B9,13,3.0,AB
36103,1917 E Railroad St,Carnegie,40.3885442,-80.089132,Pizza Americana,15106,14,4.0,PA
36146,2677 Monroeville Blvd,Monroeville,40.4355681,-79.7826072,Pizza Marsala,15146,31,3.5,PA
36151,"16015 Lancaster Highway, Suite C",Charlotte,35.0303097,-80.8535521,Papa Murphy's,28277,19,4.0,NC
36176,85 Danforth Avenue,Toronto,43.6760141,-79.3589764,Pizza Pizza,M4K 1M9,5,2.5,ON
36179,1806 E Southern Ave,Tempe,33.3939384655,-111.9077808997,Happy Joes's Pizza & Ice Cream,85282,33,3.0,AZ
36218,"3400 Las Vegas Blvd S, Ste. 1590",Las Vegas,36.1201826053,-115.174730046,California Pizza Kitchen,89109,240,3.0,NV
36277,11485 N 136th St,Scottsdale,33.5907897949,-111.7866744995,CM2 Pizzeria & Bakeshop,85259,54,5.0,AZ
36291,166 Currie Hall Pkwy,Kent,41.1351449,-81.3586148,The Dome,44240,4,2.0,OH
36308,2374 Golden Mile Hwy,Plum,40.4631736505,-79.7046889953,Fox's Pizza Den,15239,4,4.0,PA
36365,2224 Lake Shore Blvd. W,Etobicoke,43.621964,-79.4819714,Panago Pizza,M8V 0E3,4,3.0,ON
36397,4847 Leslie Street,Toronto,43.779366,-79.364287,Pizza Nova,M2J 2K9,6,4.0,ON
36416,"2914 Kingsview Boulevard, Suite 209",Airdrie,51.2620693,-113.9936526,IL Forno,T4A 0E1,19,4.5,AB
36430,"3555 S Town Center Dr, Ste 105",Las Vegas,36.1248405,-115.3252217,Due Forni,89135,466,4.0,NV
36526,124 E Sangamon Ave,Rantoul,40.3105909,-88.1577955,Gustoso Authentic Italian Pasta and Pizza,61866,4,4.0,IL
36542,3088 Mayfield Road,Brampton,43.736322,-79.822778,Chi-Pie -Chicago Style Pizza,L6Z 0E3,20,3.5,ON
36614,10441 Perry Hwy,Wexford,40.6068273,-80.0525208,Monte Cello's Pizza,15090,35,3.0,PA
36617,3805 Willow Ave,Pittsburgh,40.3658059,-80.0251276,Santoro's Pizzeria Italiana,15234,50,4.0,PA
36642,208 W Main St,Urbana,40.112655,-88.2093142,Pizza M,61801,63,3.5,IL
36643,2833 E Washington Ave,Madison,43.1020421,-89.3446534,Little Caesars Pizza,53704,7,2.5,WI
36652,4825 E Warner Rd,Phoenix,33.3306785,-111.9814864,A Slice of Bella,85044,8,3.5,AZ
36654,624 Indian Trail Rd S,Indian Trail,35.068874,-80.679036,New York Pizza & Pasta,28079,40,3.5,NC
36694,"5945 W Ray Rd, Ste 13",Chandler,33.3186433,-111.9433254,Jersey D's Tavern and Grill,85226,50,3.5,AZ
36744,8385 W Deer Valley Rd,Peoria,33.6810864735,-112.2399730908,Ray's Pizza,85382,148,4.5,AZ
36901,625 Rue Milton,Montréal,45.5070831,-73.5762515,McGill Pizza,H2X 1A1,29,3.5,QC
36917,2767 32nd Avenue NE,Calgary,51.0809533,-113.9963132,Boston Pizza,T1Y 2G1,14,3.0,AB
36929,"1525 Bristol Road W, Unit 1 # 7207",Mississauga,43.5858423,-79.6985308,Pizza Hut,L5M 4Z1,5,2.0,ON
36946,71-73 Clairton Blvd,Pleasant Hills,40.339546,-79.961537,Gali's Gyro & Grill,15236,66,4.5,PA
37109,8018 E Thomas Rd,Scottsdale,33.4804048,-111.9084592,Donili Pizza Kitchen,85251,29,3.5,AZ
37131,2916 Atwood Ave,Madison,43.0940218,-89.3412675,Glass Nickel Pizza,53704,208,4.0,WI
37186,67 Richmond St E,Toronto,43.6524735178,-79.374957718,Domino's Pizza,M5C 1N9,8,2.0,ON
37197,3408 Dundas Street W,York,43.6656166,-79.484727,Little Caesars Pizza,M6S 2S1,10,2.5,ON
37238,2049 Rue Peel,Montréal,45.5014124,-73.5754872,Pizzéria N° 900 Peel,H3A 1T6,99,4.0,QC
37291,"2925 E Riggs Rd, Ste 7",Chandler,33.219015319,-111.7912101746,Rush Street Pizzeria,85249,142,3.5,AZ
37313,1537 Avenue Rd,Toronto,43.7229841,-79.4153087,Maker Pizza,M5M 3X3,20,4.0,ON
37356,7406 Broadview Rd,Parma,41.3649902,-81.6856414,Domino's Pizza,44134,12,2.0,OH
37379,18812 Nottingham Rd,Cleveland,41.5736171,-81.5479404,Congin's Pizza,44110,15,4.0,OH
37391,529 E Twain Ave,Las Vegas,36.1207998951,-115.1513955225,Sicili's Pizza,89169,178,4.0,NV
37392,2101 Greentree Rd,Carnegie,40.3907235,-80.0741732,Vocelli Pizza,15106,4,4.5,PA
37548,7047 E McDowell Rd,Scottsdale,33.465241,-111.92853,Piza Pizza,85257,28,2.5,AZ
37622,2525 Rue des Nations,Montréal,45.5134840896,-73.7117132051,La Piazza,H4R 3C8,4,4.0,QC
37632,221 Schenley Dr,Pittsburgh,40.442777,-79.953151,The Porch at Schenley,15213,585,3.5,PA
37675,"202 Market St, Ste I",Cramerton,35.2487919,-81.080353,VIPizza,28032,15,4.5,NC
37727,3168 E Indian School Rd,Phoenix,33.4960222,-112.0140681,Frank's Pizza & Wings,85016,51,3.0,AZ
37733,"16872 E Ave Of The Fountains, Ste 104",Fountain Hills,33.6037568,-111.7156791,All American Sports Grill- Fountain Hills,85268,176,3.5,AZ
37736,4210 W Craig Rd,North Las Vegas,36.2397761,-115.196633,Lino's Pizzeria & Italian Restaurant,89032,226,4.0,NV
37853,13942 Cedar Rd,Cleveland,41.5009773,-81.5383987,Georgio's Oven Fresh Pizza-University Heights,44118,12,3.0,OH
37872,"7100 N 12th St, Bldg One",Phoenix,33.5402485919,-112.0566335651,Pomelo,85020,269,4.0,AZ
37880,901 Millwood Road,East York,43.7031043,-79.3640449,Bravo Pizza,M4G 1X2,6,2.5,ON
37947,8275 S Fort Apache,Las Vegas,36.0375815,-115.297761,Pt's Gold,89178,35,3.0,NV
37949,1566 Bayview Avenue,Toronto,43.7053969,-79.3752902,Verdi,M4G 3B7,15,3.0,ON
37954,734 N McQueen Rd,Gilbert,33.3634330871,-111.8249642329,Geno's Pizza & Cheesesteaks,85233,95,2.5,AZ
37977,229 Saint Elzear Ouest,Laval,45.5921332918,-73.7379011848,Rustico Express,H7L 3N5,4,4.0,QC
38074,"4727 E Bell Rd, Ste 59",Phoenix,33.638405,-111.979837,Pizza Italia,85032,7,3.5,AZ
38177,510 S Dobson Rd,Mesa,33.4054083,-111.8750455,Domino's Pizza,85202,39,3.0,AZ
38182,1006 E Warner Rd,Tempe,33.3353841,-111.9270761,Barro's Pizza,85284,11,3.5,AZ
38320,3255 Rutherford Road,Vaughan,43.8285575,-79.5410426,Autostrada Ristorante,L4K 5Y5,41,3.5,ON
38332,"4450 E Mcdowell Rd Suite 130, Ste 130",Phoenix,33.4663498,-111.9848827,Little Caesars Pizza,85008,19,1.5,AZ
38393,82 Rue Sainte-Anne,Sainte-Anne-De-Bellevue,45.4033431,-73.9511366,Marco Bar & Grill,H9X 1L8,12,3.0,QC
38438,"7591 N Cimarron Rd, Ste 110",Las Vegas,36.2982003,-115.2698157,Domino's Pizza,89131,23,4.0,NV
38453,"705 N 1st St, Ste 120",Phoenix,33.4558709,-112.0722832,Pomo Pizzeria - Phoenix,85004,671,4.5,AZ
38470,3308 Yonge Street,Toronto,43.7309634,-79.4039052,Pizzaville,M4N 2M4,3,2.0,ON
38520,2206 E Magnolia St,Phoenix,33.4229091,-112.0349956,Pizzario Phoenix,85034,8,5.0,AZ
38523,1874 Rue Sainte-Catherine Est,Montréal,45.5232784795,-73.5515689063,Lafayette,H2K 2H5,22,4.0,QC
38524,4037 State Rd,Cuyahoga Falls,41.1815687,-81.5079395,Athena's,44223,12,4.5,OH
38568,1416 Centre Street,Vaughan,43.8069676,-79.4716718,Tea Va See,L4J 8A1,10,2.5,ON
38606,1530 Hamilton Rd,Pittsburgh,40.3540905,-80.0146199,Fairway Grille,15234,42,3.0,PA
38636,4740 E Shea Blvd,Phoenix,33.583264,-111.978471,Momenti,85028,18,3.5,AZ
38658,9785 W Charleston Blvd,Las Vegas,36.1578224556,-115.3112018601,Dom DeMarco's Pizzeria & Bar,89117,624,4.0,NV
38692,2385 Dundas Street W,Toronto,43.6576309,-79.4530491,Amato Real Pizza,M6P 1X2,17,2.5,ON
38717,"2235 S Power Rd, Ste 118",Mesa,33.3749476,-111.6870796,Rosati's Pizza,85209,113,4.5,AZ
38753,7343 Saltsburg Rd,Pittsburgh,40.4781389,-79.7858849,Pizza Palermo,15235,11,4.0,PA
38754,2103 26 Ave SW,Calgary,51.0302689,-114.1097274,Volos Pizza,T2T 1E7,12,4.0,AB
38786,"605 E Twain Ave, Ste 1",Las Vegas,36.120813,-115.150154,Roma's Pizza,89169,62,2.5,NV
38801,2610 W Baseline Rd,Mesa,33.379043,-111.8910088,Hollywood Alley,85202,54,4.0,AZ
38815,755 Dundas Street W,Mississauga,43.6214629199,-79.7426165225,Pizza Nova,L5N 7Y8,4,2.0,ON
38847,1241 Som Center Rd,Mayfield Heights,41.5264955,-81.4377183,Daboro's,44124,18,4.0,OH
38889,"2300 E Desert Inn Rd, Ste 8",Las Vegas,36.130261,-115.119729,Pt's Pub,89169,15,2.5,NV
38901,14205 S 50th St,Phoenix,33.317959,-111.975646,Mellow Mushroom,85044,310,3.0,AZ
38935,2107 N 24th St,Phoenix,33.4706474,-112.0299616,Pa'La,85008,93,5.0,AZ
38937,703 N 3rd St,Saint Joseph,40.1183397711,-88.0414053025,Monical's Pizza,61873,3,2.5,IL
38967,"21001 N Tatum Blvd, Ste 84",Phoenix,33.676354,-111.9736513,The Best Ever Subs and More,85050,12,4.5,AZ
39053,4543 N Rancho Dr,Las Vegas,36.2424193447,-115.2358107951,Big Dog's Draft House,89130,457,4.0,NV
39114,"2618 32nd ST NE, #2",Calgary,51.0766831854,-113.9862189762,Blaze Fast-Fire'd Pizza,T1Y 7L8,59,4.0,AB
39174,9418 Highway 48,Markham,43.909967,-79.2681209,Pizzaville,L6E 0N1,5,2.0,ON
39183,12401 Detroit Ave,Lakewood,41.4840494,-81.7754021,Pepper's Italian Restaurant,44107,184,4.0,OH
39190,8780 Lindell Rd,Las Vegas,36.0298693,-115.2164733,T-Bird Lounge & Restaurant,89139,56,3.5,NV
39245,"1131 Tropicana Ave, Ste B",Las Vegas,36.1000670645,-115.1382271573,Pizza Hut,89119,6,2.5,NV
39250,5585 Simmons St,North Las Vegas,36.2384285121,-115.1551001756,Monte's Pizza Restaurant,89031,87,2.5,NV
39367,1031 Grand Ave,Phoenix,33.4550303,-112.0871422,Grand Avenue Pizza Company,85007,175,4.0,AZ
39420,18425 Antoine Faucon,Pierrefonds,45.4520651,-73.887346,Bistro Merlot,H9K 1M7,8,4.5,QC
39426,5035 Turney Rd,Cleveland,41.4240289,-81.6107215,Tiffany's Pizza,44125,9,4.0,OH
39432,135 Montezuma Trail,Scarborough,43.8105174492,-79.2799200545,Reginos Pizza,M1V 1K4,11,4.5,ON
39433,2194 Lee Rd,Cleveland Heights,41.4999493,-81.5655977,Dewey's Pizza,44118,155,4.5,OH
39503,100 Bettis Rd,Dravosburg,40.3565449,-79.896124,Pasquale's Pizzeria,15034,14,4.0,PA
39540,1221 Bay Street,Toronto,43.6702150962,-79.3894335574,Planta,M5R 3P5,332,4.0,ON
39570,"4835 E Cactus Rd, Ste 103, Paradise Valley Corporate Center",Scottsdale,33.5965682,-111.9766005,Superette Cafe,85254,15,4.5,AZ
39590,15020 Puritas Ave,Cleveland,41.4345741272,-81.8018722534,Happy's Pizza,44135,16,2.0,OH
39592,7780 Steubenville Pike,Oakdale,40.4401689,-80.2104237,Gianni's Pizza - Hankey Farms/Oakdale,15071,5,3.0,PA
39597,830 W Warner Rd,Gilbert,33.3360014,-111.8076198,MOD Pizza,85233,74,4.0,AZ
39668,2283 W Market St,Akron,41.1178203093,-81.5880227023,Romeo's Pizza,44313,9,4.0,OH
39688,2272 Lawrence Avenue E,Scarborough,43.7494692,-79.277553,Nova Ristorante,M1P 2P9,30,4.0,ON
39765,"470 Chrysler Drive, Ste 32",Brampton,43.7475061052,-79.7138679028,That Italian Place Cafe & Eatery,L6S 0C1,61,4.0,ON
39834,300 Route de Maple Grove,Maple Grove,45.316842,-73.86208,Les Marmitons,J6N 1M1,3,4.5,QC
39850,558 Bishop Rd,Highland Heights,41.552207,-81.478738,Crostatas Rustic Pizza,44143,158,4.5,OH
39889,"1055 Metropolitan Ave, Ste 130",Charlotte,35.212894563,-80.834573254,Pizza Fusion,28204,44,3.5,NC
39892,515 University Ave,Madison,43.072826,-89.394966,Papa John's Pizza,53703,19,3.0,WI
39936,2055 Rue Peel,Montréal,45.5015765,-73.5755787,Universel,H3A 1V4,391,4.0,QC
39955,"200 Whitmore Road, Unit 13",Vaughan,43.786351,-79.5567879,Pie Wood Fired Pizza Joint,L4L 7K4,122,4.0,ON
39973,3356 Rte 130,Harrison City,40.355522,-79.651407,Fox's Pizza Den,15636,3,4.5,PA
39975,118 John Street,Toronto,43.6482939644,-79.3906370695,Corrado's,M5V 2E2,187,4.5,ON
40016,11 Clinton Street,Toronto,43.6541434,-79.4131979,Bitondo's Pizzeria,M6J 2N7,125,4.0,ON
40029,"12725 W Indian School Rd, Ste B102",Avondale,33.492897,-112.333147,Hungry Howie's Pizza,85392,29,3.0,AZ
40136,17222 N Cave Creek Rd,Phoenix,33.6430106,-112.031289,Brigett's Last Laugh,85032,108,3.5,AZ
40149,1810 Dormont Ave,Pittsburgh,40.398472,-80.044309,Jet's Pizza,15216,49,3.5,PA
40173,235 Branchview Dr SE,Concord,35.4120106,-80.5687126,Christo's Family Restaurant,28025,30,3.0,NC
40246,1375 N Litchfield Rd,Goodyear,33.4614982605,-112.3579940796,Bella Pizza,85395,3,2.5,AZ
40276,333 Allegheny Ave,Oakmont,40.5161463892,-79.8436709893,The Pub At 333,15139,73,3.5,PA
40277,31 Erie Rd,Tallmadge,41.1004189,-81.4375,Romeo's Pizza,44278,4,2.0,OH
40297,8574 W Lake Mead Blvd,Las Vegas,36.201019,-115.280644,Papa John's Pizza,89128,31,2.0,NV
40310,2950 S Alma School Rd,Mesa,33.3607005,-111.859793,Nello's Pizza Mesa,85210,254,4.0,AZ
40355,"4041 E Thomas Rd, Ste 110",Phoenix,33.480413,-111.993894,Rosati's Pizza,85018,206,3.0,AZ
40388,"9845 S Priest Dr, Ste 103",Tempe,33.3216034,-111.9626175,NYPD Pizza,85284,43,4.0,AZ
40398,431 Donlands Avenue,East York,43.6947008,-79.3430726,Bona Pizza & Pasta,M4J 3S2,11,2.5,ON
40425,1252 Lawrence Avenue E,North York,43.7413837,-79.3167491,Triple Crown Bar & Grill,M3A 1C3,15,2.0,ON
40443,8331 18 Street SE,Calgary,50.977135,-114.013864,Papa John's,T2C 4E4,3,1.5,AB
40576,17600 Yonge Street,Newmarket,44.056286,-79.483728,Arthurs Landing,L3Y 4Z1,45,3.0,ON
40633,4430 William Penn Hwy,Murrysville,40.42496,-79.66994,Osteria Pasqualino,15668,58,3.5,PA
40647,330 W Main St,Sun Prairie,43.1835944,-89.2185527,Pizza Pit,53590,10,3.0,WI
40705,"Pearson International Airport, Terminal 1, 6301 Silver Dart Drive",Mississauga,43.6795643012,-79.616850814,Boccone Trattoria Veloce,L5P 1B2,70,3.0,ON
40740,1110 E Tallmadge Ave,Akron,41.1017153,-81.474992,Brothers Pizza,44310,13,3.5,OH
40770,690 Rue Sainte-Catherine,Montréal,45.5027272,-73.5700736,Zesto Resto Bar & Grill,H3B 1B9,26,2.5,QC
40771,2349 Cherry Rd,Rock Hill,34.9681293,-80.9964357,Mario's Pizza & Italian Restaurant,29732,50,4.0,SC
40784,"1042 N Higley Rd, Ste 103",Mesa,33.4346351975,-111.7196082921,Pita Island,85205,66,4.5,AZ
40788,"1285 Elgin Mills Road, Unit 8",Richmond Hill,43.8961894995,-79.4034073136,Nonna's Oven,L4S 0B5,119,3.5,ON
40794,2131 S Decatur Blvd,Las Vegas,36.147574438,-115.2076083273,Peter Piper Pizza,89102,51,3.5,NV
40807,6870 S Rainbow Blvd,Las Vegas,36.0639767,-115.241463,Rocco's NY Pizza & Pasta,89118,261,3.5,NV
40816,2736 Medina Rd,Medina,41.1359790477,-81.7855059105,Master Pizza,44256,12,3.5,OH
40828,3502 Main St,Munhall,40.3857336,-79.9033037,The Pizza Company,15120,15,3.5,PA
40877,201 S Tryon St,Charlotte,35.226145,-80.844234,Vapiano,28202,433,3.5,NC
40880,6450 E Cave Creek Rd,Cave Creek,33.8329023,-111.9413761,Barro's Pizza,85331,15,4.0,AZ
41054,4709 Centre Ave,Pittsburgh,40.4528463,-79.9493314,Shiraz Kabob and Hookah,15213,18,2.0,PA
41092,1145 S Mesa Dr,Mesa,33.394052,-111.822347,Domino's Pizza,85210,20,2.0,AZ
41094,676 Kingston Road,Toronto,43.6792427,-79.297302,The Grover Pub,M4E 1R4,25,3.5,ON
41135,2925 S Park Rd,Bethel Park,40.3277624,-80.0402908,Red Onion Hoagies & Pizza,15102,16,4.0,PA
41194,"4105 N 51st Ave, Ste 111",Phoenix,33.49629,-112.168212,Peter Piper Pizza,85031,10,1.5,AZ
41196,15403 W Greenway Rd,Surprise,33.6235402,-112.3918469,Barro's Pizza,85379,161,4.0,AZ
41212,"7240 W Azure Dr, Ste 145",Las Vegas,36.2745727,-115.2531,Hunt & Gather Cafe,89130,124,4.0,NV
41224,"320 Broadway Ave, Ste A",Bedford,41.3995343,-81.5459114,Zeppe's Pizzeria,44146,11,2.5,OH
41297,3850 S Las Vegas Blvd,Las Vegas,36.0988702,-115.1759152,Buca di Beppo Italian Restaurant,89109,466,3.5,NV
41313,1077 North Service Road,Mississauga,43.5916469,-79.5757803,Little Caesars Pizza,L4Y 1A6,5,3.0,ON
41377,3616 William Flynn Hwy,Allison Park,40.553858,-79.957986,Milano's Pizza,15101,22,4.0,PA
41464,784 Eglinton Avenue E,Toronto,43.7132519,-79.3670947,Domino's Pizza,M4G 2L1,5,3.0,ON
41473,"855 E Twain Ave, Ste 114",Las Vegas,36.121429,-115.144848,Madison Avenue Bar & Grille,89169,14,3.5,NV
41489,9045 Airport Road,Brampton,43.7445898,-79.6964151,Pizza Hut,L6S 0B8,7,1.0,ON
41534,"4950 S Rainbow Blvd, Ste 120",Las Vegas,36.0989227228,-115.2424021611,Russo's Pizza Kitchen,89118,183,4.0,NV
41538,114 Atwood St,Pittsburgh,40.441470699999996,-79.9581266,Pizza Sola,15213,16,4.0,PA
41543,910 Beaver Grade Rd,Coraopolis,40.5130958557,-80.2158889771,AJ Bambino Pizzeria,15108,22,3.0,PA
41587,548 Miner Rd,Highland Heights,41.5527419,-81.4579895,Romeo's Pizza,44143,12,4.0,OH
41589,"9595 S Eastern Ave, Ste 100",Las Vegas,36.0154042,-115.1194933,Grimaldi's Pizzeria,89123,712,4.0,NV
41665,"499 Cornwall Road, Unit H3",Oakville,43.4640778,-79.6734963,Tosto Quickfire Pizza Pasta,L6J 7S8,14,3.0,ON
41790,413 Grant Ave,Pittsburgh,40.4800728,-79.9736998,Anthony's Pizza,15209,5,4.0,PA
41799,312 Queen Street E,Toronto,43.6554468,-79.365425,Domino's Pizza,M5A 1S9,7,2.0,ON
41810,"228 Eastway Dr, Unit 9",Charlotte,35.2571166,-80.7787224,Little Caesars Pizza,28212,4,2.0,NC
41825,5745 Boulevard Gouin O,Montréal,45.532736,-73.719283,Niko's Pizza & Deli,H4J 1E2,8,4.0,QC
41885,417 Old Abers Creek Rd,Plum,40.4659202,-79.7053832,Grandslam Pizza,15239,11,3.5,PA
41890,"208 Queens Quay W, Unit 9 10",Toronto,43.640257,-79.3817311,Pizza Pizza,M5J 2Y5,12,2.0,ON
41929,5585 Yonge St,North York,43.779639,-79.4152174,Pizza Nova,M2N 5S4,7,3.0,ON
41974,101 King St,Madison,43.0745234172,-89.3815466467,Lucille,53703,258,4.0,WI
42045,1427 E 10th St,Charlotte,35.2221517,-80.821667,Intermezzo Pizzeria and Cafe,28204,277,4.0,NC
42062,10913 Prospect Rd,Strongsville,41.3316838,-81.8571743,Mama Julianne's,44149,20,4.0,OH
42135,3715 Forbes Ave,Pittsburgh,40.4414677,-79.9574362,Forbes Gyro,15213,55,3.5,PA
42195,"475 Grand Boulevard, Suite 2",L'ile-Perrot,45.3876618898,-73.9661258127,Mama Bravo,J7V 4X4,9,3.5,QC
42274,1948 W 25th St,Cleveland,41.484856,-81.70406,Bar Cento,44113,274,3.5,OH
42348,2112 Park Rd,Charlotte,35.201965,-80.852634,Donatos,28203,4,2.5,NC
42398,2934 N Hayden Rd,Scottsdale,33.4808391,-111.9099763,Hungry Howie's Pizza,85251,80,3.0,AZ
42446,346 Yonge Street,Toronto,43.6577514,-79.3817333,Pizza Pizza,M5B 1R8,7,2.5,ON
42447,5757 Wayne Newton Blvd,Las Vegas,36.0823913954,-115.1361060579,Wolfgang Puck Express,89111,87,2.5,NV
42449,5 Carlson Court,Etobicoke,43.6888206,-79.5858219,Boston Pizza,M9W 6A2,41,2.5,ON
42498,8510 Park Rd,Charlotte,35.117183,-80.857545,Domino's,28210,13,3.0,NC
42534,3181 Washington Pike,Bridgeville,40.3440941,-80.1150904,Home Plate Pizza,15017,12,4.0,PA
42545,6211 N Decatur Blvd,Las Vegas,36.2717805646,-115.2071982663,Blaze Fast-Fire'd Pizza,89130,402,4.5,NV
42634,1012 Queen Street E,Toronto,43.661393,-79.339038,Baldini Restaurant,M4M 1K1,56,3.5,ON
42643,2835 37th Street SW,Calgary,51.0301326484,-114.1421840695,Plato,T3E 3B3,8,3.0,AB
42646,1500 6th Line,Oakville,43.4649736607,-79.7094049939,Vito's Pizza and Wings,L6H 2P2,16,3.0,ON
42693,702 N 1st St,Phoenix,33.4557268,-112.0728342,Pizza Hut,85004,31,2.5,AZ
42738,"252 Bayly Street W, Unit 1",Ajax,43.84245,-79.02799,Pizza Hut,L1S 3V4,12,2.5,ON
42811,96 Gerrard Street E,Toronto,43.660284,-79.3774717,Bocconcini Toronto,M5B 1G7,16,4.5,ON
42866,6899-14th Avenue,Markham,43.8603964963,-79.2250939675,Famous Pizza & Pasta,L6B 0S2,6,2.0,ON
42896,1063 Gerrard Street E,Toronto,43.669131,-79.335314,Pizza Pizza,M4M 1Z9,3,1.5,ON
42923,1371 N Alma School Rd,Chandler,33.326858213,-111.8583250791,Social Box Neighborhood Eatery,85224,160,3.0,AZ
42935,3120 E Cactus Rd,Phoenix,33.5972754,-112.0142656,Streets of New York,85032,42,3.5,AZ
42946,"1055 Metropolitan Ave, Ste 130",Charlotte,35.2126987312,-80.8343228325,Revolution Pizza,28204,9,3.0,NC
42965,6825 Boulevard Saint-Laurent,Montréal,45.532779,-73.613663,La Fornarina,H2S 3C8,13,3.0,QC
43018,736 Bay Street,Toronto,43.6593807,-79.385626,San Francesco Foods - Bay,M5G 2M4,16,3.0,ON
43039,130 Sierra Springs Drive SE,Airdrie,51.2678632349,-114.0026772174,The Canadian Brewhouse,T4B 3G6,22,3.5,AB
43048,2056 Saxonburg Blvd,Gibsonia,40.6255864,-79.86079,La Vostra Pizza,15044,3,4.5,PA
43096,3801 Washington Rd,McMurray,40.2757605567,-80.1253101201,Fiori's Pizzaria,15301,80,4.0,PA
43098,8929 N. Central Ave # 101,Phoenix,33.5670515,-112.0733931,Little Caesars Pizza,85020,11,2.5,AZ
43102,24129 Lorain Rd,North Olmsted,41.4286635,-81.889234,Danny Boys Pizza,44070,38,3.5,OH
43230,"2100 Center Rd, Ste E",Avon,41.4580460375,-82.0213855724,Zeppe's Pizzeria,44011,8,3.0,OH
